9:30:00 AM, 1,Jane Doe,-37.784220,144.951847,
9:30:00 AM, 2,Jess Doe,-37.786191,144.962983,
9:30:00 AM, 3,Jack Doe,-37.812579,144.966054,
9:30:00 AM, 4,John Doe,-37.840403,144.966835,
9:31:00 AM, 1,Jane Doe,-37.784220,144.951847,
9:31:00 AM, 2,Jess Doe,-37.786191,144.962983,
9:31:00 AM, 3,Jack Doe,-37.812579,144.966054,
9:31:00 AM, 4,John Doe,-37.840403,144.966835,
9:32:00 AM, 1,Jane Doe,-37.784220,144.951847,
9:32:00 AM, 2,Jess Doe,-37.786191,144.962983,
9:32:00 AM, 3,Jack Doe,-37.812579,144.966054,
9:32:00 AM, 4,John Doe,-37.840403,144.966835,
9:33:00 AM, 1,Jane Doe,-37.784220,144.951847,
9:33:00 AM, 2,Jess Doe,-37.786191,144.962983,
9:33:00 AM, 3,Jack Doe,-37.812579,144.966054,
9:33:00 AM, 4,John Doe,-37.840403,144.966835,
9:34:00 AM, 1,Jane Doe,-37.784220,144.951847,
9:34:00 AM, 2,Jess Doe,-37.786191,144.962983,
9:34:00 AM, 3,Jack Doe,-37.812579,144.966054,
9:34:00 AM, 4,John Doe,-37.840403,144.966835,
9:35:00 AM, 1,Jane Doe,-37.784220,144.951847,
9:35:00 AM, 2,Jess Doe,-37.786191,144.962983,
9:35:00 AM, 3,Jack Doe,-37.812579,144.966054,
9:35:00 AM, 4,John Doe,-37.840403,144.966835,
9:36:00 AM, 1,Jane Doe,-37.784220,144.951847,
9:36:00 AM, 2,Jess Doe,-37.786191,144.962983,
9:36:00 AM, 3,Jack Doe,-37.812579,144.966054,
9:36:00 AM, 4,John Doe,-37.840403,144.966835,
9:37:00 AM, 1,Jane Doe,-37.784220,144.951847,
9:37:00 AM, 2,Jess Doe,-37.786191,144.962983,
9:37:00 AM, 3,Jack Doe,-37.812579,144.966054,
9:37:00 AM, 4,John Doe,-37.840403,144.966835,
9:38:00 AM, 1,Jane Doe,-37.784220,144.951847,
9:38:00 AM, 2,Jess Doe,-37.786191,144.962983,
9:38:00 AM, 3,Jack Doe,-37.812579,144.966054,
9:38:00 AM, 4,John Doe,-37.840403,144.966835,
9:39:00 AM, 1,Jane Doe,-37.784220,144.951847,
9:39:00 AM, 2,Jess Doe,-37.786191,144.962983,
9:39:00 AM, 3,Jack Doe,-37.812579,144.966054,
9:39:00 AM, 4,John Doe,-37.840403,144.966835,
9:40:00 AM, 1,Jane Doe,-37.784220,144.951847,
9:40:00 AM, 2,Jess Doe,-37.786191,144.962983,
9:40:00 AM, 3,Jack Doe,-37.812579,144.966054,
9:40:00 AM, 4,John Doe,-37.840403,144.966835,
9:41:00 AM, 1,Jane Doe,-37.784220,144.951847,
9:41:00 AM, 2,Jess Doe,-37.786191,144.962983,
9:41:00 AM, 3,Jack Doe,-37.812579,144.966054,
9:41:00 AM, 4,John Doe,-37.840403,144.966835,
